genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments
CASC15,1,HDGFL1,,keep as is,,
CASC16,1,AC026462.2,,keep as is,,
CASC22,1,AC007333.1,,keep as is,,
CAST,1,AC104123.1,,premature tr. deleted,"CAST-215, CAST-227",
CATSPER2,1,AC011330.2,,keep as is,,
CATSPER3,1,PCBD2,,keep as is,,no choice of transcript types
CBFA2T3,1,AC092384.3,,keep as is,,
CCDC103,1,FAM187A,,Delete,,Perfectly overlaps with Fam187A. Renaming the latter.
CCDC122,1,AL512506.1,,keep as is,,
CCDC141,1,TTN,,keep as is,,
CCDC142,1,MRPL53,,readthrough tr. deleted,CCDC142-203,
CCDC30,1,PPCS,,keep as is,,
CCDC33,1,AC023300.1,,keep as is,,
CCDC43,1,AC091152.2,,keep as is,,
CCDC51,1,AC134772.1,,premature tr. deleted,CCDC51-203,
CCDC71L,1,AC004917.1,,keep as is,,
CCDC91,1,AC022079.1,,keep as is,,
CCDC96,1,AC097382.2,,keep as is,,
CCNB2,1,AC092757.2,,keep as is,,
CCNDBP1,1,TMEM62,,premature tr. deleted,CCNDBP1-205,
CCNK,1,AL110504.1,,keep as is,,
CCR10,1,AC100793.3,,keep as is,,
CCT8,1,AF129075.1,,keep as is,,
CD163,1,CD163L1,,keep as is,,
CD163L1,1,CD163,,premature tr. deleted,CD163L1-205,
CD200,1,AC112487.1,,premature tr. deleted,CD200-208,
CD22,1,U62631.1,,keep as is,,
CD27,1,TAPBPL,,keep as is,,
CD302,1,AC009961.4,,keep as is,,
CD44,1,AL133330.1,,keep as is,,
CD8B2,1,AC108868.2,,keep as is,,
CDC14A,1,AC104457.2,,keep as is,,
CDC27,1,AC002558.3,,keep as is,,
CDC42-IT1,1,CDC42,,keep as is,,
CDH12,1,AC139497.1,,keep as is,,
CDH13,1,AC099506.1,,keep as is,,
CDH2,1,AC006249.1,,keep as is,,
CDH4,1,BX640515.1,,keep as is,,
CDH7,1,AC023394.2,,keep as is,,
CDH8,1,AC092125.1,,keep as is,,
CDIP1,1,AC023830.3,,keep as is,,
CDK10,1,AC010538.1,,keep as is,,
CDK14,1,CLDN12,,premature tr. deleted,CDK14-209,
CDK6,1,AC000065.2,,keep as is,,
CDKN1B,1,AC008115.3,,keep as is,,
CDKN2B-AS1,1,AL449423.1,,keep as is,,
CDRT4,1,TVP23C,,premature tr. deleted,CDRT4-203,
CDRT7,1,AC005772.1,,keep as is,,
CDYL2,1,AC092332.1,,keep as is,,
CEACAM19,1,PVR,,premature tr. deleted,"CEACAM19-205, CEACAM19-206, CEACAM19-207, CEACAM19-208, CEACAM19-209",
CEACAM21,1,AC243960.1,,premature tr. deleted,"CEACAM21-203, CEACAM21-206",
CEBPA-DT,1,AC008738.2,,keep as is,,
CEBPZOS,1,AC007390.2,,keep as is,,
CECR3,1,ADA2,,keep as is,,single transcript
CELA2A,1,CELA2B,,keep as is,,
CELA2B,1,CELA2A,,premature tr. deleted,CELA2B-204,
CELF1,1,AC090559.2,,keep as is,,
CELF2,1,AL136369.2,,keep as is,,
CENPA,1,SLC35F6,,premature tr. deleted,CENPA-206,
CENPN,1,AC092718.4,,keep as is,,
CEP152,1,AC084757.2,,keep as is,,
CEP295,1,SCARNA9,,keep as is,,
CEP295NL,1,TIMP2,,readthrough tr. deleted,CEP295NL-202,
CEP76,1,AP005482.3,,keep as is,,
CERCAM,1,AL359091.5,,keep as is,,
CERKL,1,NEUROD1,,premature tr. deleted,"CERKL-212, CERKL-214",
CERS1,1,GDF1,,RENAME,,"Rename ""CERS1-GDF1"""
CFAP299,1,FGF5,,keep as is,,
CFAP410,1,AP001062.3,,keep as is,,
CFAP45,1,AL590560.2,,keep as is,,
CFAP53,1,AC090246.1,,keep as is,,
CFAP99,1,RNF4,,keep as is,,
CFB,1,C2,,premature tr. deleted,CFB-279,
CFLAR,1,AC007283.1,,keep as is,,
CHAF1B,1,MORC3,,keep as is,,
CHAT,1,SLC18A3,,keep as is,,
CHCHD5,1,AC012442.2,,keep as is,,
CHD1L,1,AC242426.2,,keep as is,,
CHD6,1,AL031667.3,,keep as is,,
CHD9,1,AC007906.1,,keep as is,,
CHML,1,OPN3,,keep as is,,no good candidates for deletion
CHMP1B,1,GNAL,,keep as is,,
CHN2,1,AC004593.3,,keep as is,,
CHRM5,1,AC009268.3,,keep as is,,
CHRNA10,1,NUP98,,keep as is,,overlap minimal
CHST2,1,AC018450.1,,keep as is,,
CHTF8,1,DERPC,,keep as is,,
CIPC,1,TMEM63C,,keep as is,,
CKAP4,1,AC079174.1,,keep as is,,
CLCC1,1,AKNAD1,,keep as is,,
CLCN7,1,AL031600.2,,keep as is,,
CLDN11,1,SLC7A14-AS1,,keep as is,,
CLDN14,1,AP000696.2,,keep as is,,
CLEC16A,1,AC007014.2,,keep as is,,
CLEC19A,1,AC130456.1,,keep as is,,
CLEC3B,1,EXOSC7,,premature tr. deleted,CLEC3B-203,
CLHC1,1,AC012358.1,,keep as is,,
CLIC1,1,DDAH2,,keep as is,,Upstream gene fixed
CLMN,1,AL356017.1,,keep as is,,
CLP1,1,AP000662.1,,premature tr. deleted,CLP1-204,
CLUL1,1,AP001178.3,,keep as is,,
CMC2,1,AC092718.2,,keep as is,,
CMC4,1,MTCP1,,premature tr. deleted,CMC4-201,
CNDP2,1,AC009704.2,,keep as is,,
CNGA3,1,AC092675.2,,keep as is,,
CNPY1,1,AC009403.2,,keep as is,,
CNST,1,AL591623.1,,keep as is,,
CNTN1,1,AC015540.1,,keep as is,,
CNTN4,1,AC087427.1,,keep as is,,
CNTN4-AS1,1,IL5RA,,premature tr. deleted,CNTN4-AS1-202,
CNTNAP2,1,AC005518.1,,keep as is,,
COA8,1,KLC1,,keep as is,,
COG7,1,AC008915.1,,keep as is,,
COG8,1,PDF,,transcripts deleted,"COG8-201, COG8-207","reveals the pdf gene, although Refseq wouldn't agree"
COL21A1,1,AL031779.1,,keep as is,,
COL23A1,1,AC008659.1,,keep as is,,
COLEC12,1,AP000915.2,,keep as is,,
COLQ,1,EAF1-AS1,,keep as is,,
COPG2,1,TSGA13,,keep as is,,minimal overlap
COPS5,1,PPP1R42,,keep as is,,
COPZ1,1,AC078778.1,,keep as is,,
CORO1B,1,PTPRCAP,,Delete,,Perfectly overlaps with PTPRCAP. Delete and rename latter to include CORO1B
CORO6,1,AC104564.2,,keep as is,,
CORO7,1,PAM16,,keep as is,,
COX14,1,AC074032.1,,keep as is,,
COX16,1,SYNJ2BP,,premature tr. deleted,COX16-203,
COX17,1,POPDC2,,readthrough tr. deleted,COX17-205,
COX19,1,ADAP1,,readthrough tr. deleted,COX19-202,
COX8C,1,UNC79,,keep as is,,
CPM,1,AC025423.4,,keep as is,,
CPNE1,1,RBM12,,premature tr. deleted,"CPNE1-201, CPNE1-202, CPNE1-208, CPNE1-215, CPNE1-219",
CPQ,1,AP003117.1,,keep as is,,
CPS1,1,CPS1-IT1,,keep as is,,
CPS1-IT1,1,CPS1,,keep as is,,
CPVL,1,AC004593.2,,keep as is,,
CPXM2,1,AC068058.1,,keep as is,,
CPZ,1,GPR78,,keep as is,,
CRADD,1,AC012464.2,,keep as is,,
CRELD1,1,AC018809.1,,keep as is,,
CREM,1,AL117336.1,,keep as is,,
CRIP3,1,ZNF318,,keep as is,,
CRISPLD2,1,AC025280.1,,keep as is,,
CRLF3,1,AC127024.4,,keep as is,,
CROCC,1,BX284668.2,,keep as is,,
CRTC3-AS1,1,AC103739.3,,keep as is,,
CRYBB2,1,Z99916.1,,premature tr. deleted,CRYBB2-202,
CRYGS,1,TBCCD1,,premature tr. deleted,CRYGS-202,
CSHL1,1,GH1,,premature tr. deleted,CSHL1-204,
CSMD1,1,AC026991.1,,keep as is,,
CSNK2A3,1,GALNT18,,keep as is,,
CSNK2B,1,LY6G5B,,keep as is,,
CST3,1,AL121894.2,,keep as is,,
CT69,1,AL078590.2,,keep as is,,
CTNNA2,1,AC011754.1,,keep as is,,
CTSB,1,AC025857.2,,keep as is,,
CTSD,1,AC068580.1,,keep as is,,
CTXN2,1,SLC12A1,,keep as is,,Special case
CU638689.1,1,CU638689.4,,keep as is,,no good candidates for deletion
CU638689.4,1,CU638689.1,,premature tr. deleted,"CU638689.4-205, CU638689.4-208",
CUTC,1,ENTPD7,,premature tr. deleted,CUTC-204,
CUX1,1,AC005072.1,,keep as is,,
CXXC4-AS1,1,AC004063.1,,keep as is,,
CYB5B,1,AC026464.2,,keep as is,,
CYB5D2,1,AC087292.1,,keep as is,,
CYB5R3,1,ATP5MGL,,keep as is,,
CYGB,1,AC015802.4,,premature tr. deleted,CYGB-203,
CYP19A1,1,AC020891.3,,keep as is,,
CYP1B1,1,RMDN2-AS1,,keep as is,,
CYP1B1-AS1,1,AC009229.3,,keep as is,,
CYP27B1,1,METTL1,,premature tr. deleted,CYP27B1-204,
CYP4V2,1,KLKB1,,keep as is,,
CYP7B1,1,AC104232.2,,keep as is,,
CYSTM1,1,AC011379.1,,keep as is,,
CYYR1-AS1,1,AP001596.1,,keep as is,,
DAB1,1,OMA1,,premature tr. deleted,DAB1-210,
DAB2,1,C9,,keep as is,,
DACT1,1,LINC01500,,keep as is,,
DACT2,1,AL606970.1,,keep as is,,
DAGLB,1,KDELR2,,premature tr. deleted,DAGLB-204,
DANCR,1,LINC01618,,keep as is,,
DAPK1,1,DAPK1-IT1,,keep as is,,
DAPK1-IT1,1,DAPK1,,keep as is,,
DBNL,1,AC017116.1,,keep as is,,
DCANP1,1,TIFAB,,Delete,,Completely overlaps with TIFAB. Rename the latter gene to incldue DCANP1
DCK,1,MOB1B,,keep as is,,wrong call
DCST1,1,ADAM15,,keep as is,,
DCTN5,1,AC008870.1,,keep as is,,
DCTN6,1,LEPROTL1,,keep as is,,wrong call
DCUN1D3,1,ERI2,,keep as is,,Overlapping gene fixed
DCUN1D5,1,AP001486.2,,keep as is,,
DDAH1,1,AC092807.3,,keep as is,,
DDAH2,1,CLIC1,,premature tr. deleted,DDAH2-001,
DDC,1,FIGNL1,,keep as is,,
DDI2,1,RSC1A1,,RENAME,,"Exon overlaps with the only exon of another gene. Rename ""DDI2-RSC1A1"""
DDIT3,1,AC022506.1,,keep as is,,
DDOST,1,PINK1-AS,,keep as is,,
DDTL,1,AC253536.6,,keep as is,,
DDX46,1,C5orf24,,readthrough tr. deleted,DDX46-006,
DDX47,1,APOLD1,,keep as is,,
DECR2,1,NME4,,keep as is,,
DENND4A,1,AC011939.2,,keep as is,,
DENND5A,1,AP006259.1,,keep as is,,
DENND5B,1,AC068792.1,,keep as is,,
DERPC,1,CHTF8,,Delete,,Special case. It looks like DERPC has been renamed as a transcript of CHTF8
DGAT1,1,AC233992.1,,keep as is,,
DGAT2,1,AP001922.3,,keep as is,,
DGCR10,1,DGCR9,,keep as is,,
DGCR11,1,DGCR2,,keep as is,,
DGCR6L,1,AC007663.4,,keep as is,,
DGCR9,1,DGCR10,,keep as is,,
DGKA,1,AC025162.2,,keep as is,,
DGKG,1,ETV5,,readthrough tr. deleted,DGKG-008,
DGKQ,1,SLC26A1,,keep as is,,
DHCR24-DT,1,AC096536.2,,keep as is,,
DHFR,1,AC008434.1,,keep as is,,
DHRSX-IT1,1,DHRSX,,keep as is,,
DHX33,1,C1QBP,,keep as is,,
DHX35,1,AL023803.3,,keep as is,,
DIABLO,1,AC048338.2,,keep as is,,
DIAPH2,1,RPA4,,keep as is,,
DIDO1,1,AL117379.1,,keep as is,,
DIP2A,1,DIP2A-IT1,,keep as is,,
DIP2A-IT1,1,DIP2A,,keep as is,,
DIRC1,1,AC092598.1,,keep as is,,
DISC1,1,DISC1-IT1,,keep as is,,
DISC1-IT1,1,DISC1,,keep as is,,
DIXDC1,1,AP000907.2,,keep as is,,
DLEU1,1,AL137060.3,,keep as is,,
DLEU2L,1,EFCAB7,,keep as is,,Nested gene.
DLGAP1,1,AP002478.2,,keep as is,,
DLL1,1,AL078605.1,,keep as is,,
DM1-AS,1,AC074212.1,,keep as is,,
DMRTC1B,1,FAM226B,,keep as is,,
DNAAF2,1,AL139099.2,,keep as is,,
DNAH10OS,1,CCDC92,,keep as is,,
DNAJB4,1,GIPC2,,keep as is,,
DNAJC1,1,AL359697.1,,keep as is,,
DNAJC3,1,AL138955.1,,keep as is,,
DNAJC4,1,NUDT22,,keep as is,,minor overlap
DNAJC9-AS1,1,AC016394.1,,keep as is,,
DNAL4,1,SUN2,,keep as is,,
DNLZ,1,CARD9,,keep as is,,
DNM3,1,DNM3-IT1,,keep as is,,
DNM3-IT1,1,DNM3,,keep as is,,
DNMT1,1,S1PR2,,transcripts deleted,"DNMT1-215, DNMT1-226",
DPH1,1,OVCA2,,RENAME,,"Rename to ""DPH1-OVCA2"""
DPY19L2,1,AC084357.2,,keep as is,,
DPY30,1,MEMO1,,readthrough tr. deleted,DPY30-206,
DPYD-IT1,1,DPYD,,keep as is,,
DPYS,1,AP003471.1,,keep as is,,
DSCAM,1,DSCAM-IT1,,keep as is,,
DSCAM-IT1,1,DSCAM,,keep as is,,
DSCAML1,1,FXYD2,,keep as is,,
DSCAS,1,AC012417.1,,keep as is,,
DSCR10,1,KCNJ15,,keep as is,,
DSCR8,1,KCNJ15,,keep as is,,
DSCR9,1,AP001432.1,,keep as is,,
DUBR,1,AC063944.3,,keep as is,,
DUXAP8,1,AP000525.1,,keep as is,,
DYM,1,AC100778.1,,keep as is,,
DYNLRB1,1,ITCH,,keep as is,,
E2F3,1,E2F3-IT1,,keep as is,,
E2F3-IT1,1,E2F3,,keep as is,,
EBLN2,1,PPP4R2,,keep as is,,
EDNRB,1,AL139002.1,,premature tr. deleted,EDNRB-208,Ensembl is not showing the AL13.. Gene.
EDRF1-DT,1,AL158835.2,,keep as is,,
EEF1AKMT1,1,AL512652.1,,keep as is,,
EFCAB7,1,DLEU2L,,keep as is,,
EFHC1,1,PAQR8,,premature tr. deleted,"EFHC1-204, EFHC1-206, EFHC1-212, EFHC1-235",
EFNB2,1,AL138689.1,,keep as is,,
EGLN3,1,SPTSSA,,keep as is,,
EHD2,1,AC010519.1,,keep as is,,
EHD4,1,AC039056.2,,keep as is,,
EID3,1,TXNRD1,,keep as is,,
EIF3J,1,AC009996.1,,keep as is,,
EIF3L,1,AL022311.1,,keep as is,,
EIF4B,1,AC068888.2,,keep as is,,
EIPR1,1,EIPR1-IT1,,keep as is,,
EIPR1-IT1,1,EIPR1,,keep as is,,
ELF3,1,AL691482.3,,keep as is,,
ELFN2,1,FP325335.1,,keep as is,,
EMC3,1,AC022007.1,,premature tr. deleted,EMC3-006,
EMG1,1,C1S,,keep as is,,
EMP2,1,AC027277.2,,keep as is,,
ENAM,1,AC009570.2,,keep as is,,
ENO2,1,LRRC23,,premature tr. deleted,ENO2-207,
ENOX1,1,AL161714.1,,keep as is,,
ENTPD1,1,AL365273.1,,keep as is,,
ENTPD4,1,LOXL2,,readthrough tr. deleted,"ENTPD4-004, ENTPD4-011, ENTPD4-012",Refseq agrees
ENTPD7,1,CUTC,,keep as is,,
EP300-AS1,1,AL035658.1,,keep as is,,
EPN2,1,AC106017.2,,keep as is,,
EPN3,1,SPATA20,,keep as is,,
EPOR,1,RGL3,,keep as is,,ok as overlap is minute
EPS8L2,1,TMEM80,,keep as is,,
ERBIN,1,AC010359.3,,keep as is,,
ERC1,1,AC004672.2,,keep as is,,
ERC2,1,ERC2-IT1,,keep as is,,
ERC2-IT1,1,ERC2,,keep as is,,
ERCC5,1,BIVM,,premature tr. deleted,ERCC5-007,Had to dig in GTF file. Note that this locus annotation is evolvig rapidly.
ERCC6L2,1,AL449403.1,,keep as is,,
ERI2,1,DCUN1D3,,premature tr. deleted,ERI2-208,
ERI3,1,ERI3-IT1,,keep as is,,
ERI3-IT1,1,ERI3,,keep as is,,
ERICH1,1,AC100797.1,,keep as is,,
ERMARD,1,AL354892.3,,keep as is,,
ERV3-1,1,ZNF117,,keep as is,,
ESM1,1,AC034238.1,,premature tr. deleted,"ESM1-203, ESM1-204",
ESR1,1,AL078582.1,,keep as is,,
ESR2,1,AL161756.1,,premature tr. deleted,"ESR2-205, ESR2-208",
ESYT1,1,ZC3H10,,premature tr. deleted,ESYT1-210,
ETFB,1,AC008750.5,,keep as is,,
ETV5,1,DGKG,,keep as is,,Upstream gene fixed
EWSAT1,1,AC027088.2,,keep as is,,
EXOC2,1,HUS1B,,keep as is,,
EXOSC7,1,CLEC3B,,readthrough tr. deleted,EXOSC7-207,
EZHIP,1,AL158055.1,,keep as is,,
FADS2,1,FEN1,,premature tr. deleted,FADS2-215,
FAH,1,AC087761.1,,keep as is,,
FAM122A,1,PIP5K1B,,keep as is,,single transcript
FAM138C,1,WASHC1,,keep as is,,
FAM151A,1,AL590093.1,,keep as is,,
FAM155A-IT1,1,FAM155A,,keep as is,,
FAM157C,1,LINC02193,,keep as is,,
FAM161B,1,AC005480.1,,keep as is,,
FAM170A,1,HSD17B4,,keep as is,,
FAM180A,1,SLC13A4,,keep as is,,
FAM182A,1,AL078587.2,,keep as is,,
FAM187A,1,CCDC103,,RENAME,,"""FAM187A-CCDC103"" renaming as these genes are perfectly overlappig."
FAM193A,1,RNF4,,keep as is,,
FAM198B-AS1,1,TMEM144,,keep as is,,
FAM200B,1,BST1,,readthrough tr. deleted,FAM200B-207,
FAM209A,1,RTF2,,premature tr. deleted,FAM209A-202,
FAM214A,1,AC009754.1,,keep as is,,
FAM215B,1,ARL17A,,keep as is,,
FAM220A,1,AC009412.1,,keep as is,,
FAM226B,1,DMRTC1B,,keep as is,,
FAM230F,1,AC008103.1,,keep as is,,
FAM242C,1,SMUG1,,keep as is,,
FAM78B,1,AL596087.3,,keep as is,,
FAM83B,1,AL049555.1,,keep as is,,
FAM85B,1,AC068020.1,,keep as is,,
FAM89B,1,ZNRD2,,keep as is,,
FAM92A,1,AC010834.3,,keep as is,,
FANCC,1,AL161729.3,,keep as is,,
FAR1,1,FAR1-IT1,,keep as is,,
FAR1-IT1,1,FAR1,,keep as is,,
FARP1,1,AL445223.1,,keep as is,,
FAS,1,AL157394.1,,keep as is,,
FASTKD5,1,UBOX5,,keep as is,,single transcript
FAU,1,SYVN1,,keep as is,,
FBN1,1,AC022467.1,,keep as is,,
FBXO36,1,FBXO36-IT1,,keep as is,,
FBXO36-IT1,1,FBXO36,,keep as is,,
FBXW8,1,AC026368.1,,keep as is,,
FCAR,1,AC245128.3,,keep as is,,
FEN1,1,FADS2,,keep as is,,
FER1L6-AS1,1,AC100871.2,,keep as is,,
FGF14,1,FGF14-IT1,,keep as is,,
FGF14-IT1,1,FGF14,,keep as is,,
FGF5,1,CFAP299,,readthrough tr. deleted,FGF5-205,
FGFBP2,1,PROM1,,premature tr. deleted,FGFBP2-202,
FGFR1,1,AC087623.3,,keep as is,,
FIGNL1,1,DDC,,keep as is,,
FKBP1B,1,MFSD2B,,keep as is,,
FKBP2,1,AP001453.3,,keep as is,,
FLCN,1,AC055811.3,,keep as is,,
FLG-AS1,1,AL589986.2,,keep as is,,
FLNC-AS1,1,KCP,,keep as is,,minor overlap
FLRT1,1,AP000721.2,,keep as is,,
FLVCR2,1,TTLL5,,keep as is,,
FMC1,1,LUC7L2,,keep as is,,
FMR1,1,FMR1-IT1,,keep as is,,
FMR1-IT1,1,FMR1,,keep as is,,
FN3K,1,AC024361.1,,keep as is,,
FNDC1,1,FNDC1-IT1,,keep as is,,
FNDC1-IT1,1,FNDC1,,keep as is,,
FO680682.1,1,PRIM2,,keep as is,,
FOSL2,1,AC104695.4,,keep as is,,
FOXJ3,1,AC096540.1,,keep as is,,
FOXK1,1,AC092428.1,,keep as is,,
FOXK2,1,AC124283.3,,keep as is,,
FOXO1,1,LINC00598,,keep as is,,
FOXP1,1,FOXP1-IT1,,keep as is,,
FOXP1-IT1,1,FOXP1,,keep as is,,
FOXP2,1,AC003992.1,,keep as is,,
FOXP3,1,AC232271.3,,premature tr. deleted,FOXP3-207,
FP325330.3,1,AL117329.1,,keep as is,,
FP325332.1,1,PPARA,,keep as is,,
FPR1,1,AC018755.5,,keep as is,,
FSBP,1,RAD54B,,transcripts deleted,"FSBP-202, FSBP-203",not ideal but will see reads
FSCN3,1,ARF5,,premature tr. deleted,FSCN3-204,
FSIP1,1,AC037198.2,,readthrough tr. deleted,FSIP1-205,
FSIP2-AS1,1,FSIP2-AS2,,keep as is,,
FSIP2-AS2,1,FSIP2-AS1,,keep as is,,
FUT4,1,PIWIL4,,keep as is,,single transcript
FXYD2,1,DSCAML1,,keep as is,,
GABBR1,1,UBD,,readthrough tr. deleted,GABBR1-201,Downstream gene has just one transcript
GABPB1,1,GABPB1-IT1,,keep as is,,
GABPB1-IT1,1,GABPB1,,keep as is,,
GAGE1,1,GAGE2A,,premature tr. deleted,GAGE1-203,
GAGE12E,1,GAGE12F,,keep as is,,
GAGE12F,1,GAGE12E,,premature tr. deleted,GAGE12F-202,
GAGE2A,1,GAGE1,,keep as is,,single transcript
GALC,1,AL359237.1,,keep as is,,
GALNT1,1,AC090220.1,,keep as is,,
GALNT18,1,CSNK2A3,,keep as is,,
GALNT4,1,POC1B,,keep as is,,
GALR2,1,ZACN,,keep as is,,
GALT,1,IL11RA,,keep as is,,
GAP43,1,AC092468.1,,keep as is,,
GAREM1,1,AC015563.1,,keep as is,,
GARNL3,1,AL445222.1,,keep as is,,
GAS6-AS1,1,TMEM255B,,premature tr. deleted,GAS6-AS1-201,
GATA3,1,AL390294.1,,keep as is,,
GATAD1,1,AC007566.1,,keep as is,,
GATD3A,1,AP001056.1,,keep as is,,
GBP2,1,GBP7,,premature tr. deleted,GBP2-203,
GBP7,1,GBP2,,keep as is,,
GCLC,1,AL033397.1,,premature tr. deleted,GCLC-203,
GCSAML-AS1,1,OR2C3,,Delete,,Overlaps protein coding genes exons.
GDF1,1,CERS1,,Delete,,Completely overlaps with CERS1. Rename latter.
GDPD5,1,AP002815.1,,keep as is,,
GEMIN7-AS1,1,ZNF296,,keep as is,,
GET4,1,SUN1,,keep as is,,
GGACT,1,AL356966.1,,keep as is,,
GGPS1,1,TBCE,,keep as is,,complex case
GH1,1,CSHL1,,keep as is,,
GIGYF2,1,SNORC,,keep as is,,
GIMAP1,1,GIMAP5,,keep as is,,
GIMAP5,1,GIMAP1,,premature tr. deleted,GIMAP5-207,
GIPC2,1,DNAJB4,,premature tr. deleted,GIPC2-202,
GIT1,1,AC104564.4,,keep as is,,
GK-IT1,1,GK,,keep as is,,
GLB1,1,TMPPE,,keep as is,,
GLDN,1,AC020891.1,,keep as is,,
GLIS3,1,AL359095.1,,keep as is,,
GLOD4,1,AC087392.3,,keep as is,,
GLYR1,1,AC020663.3,,keep as is,,
GMDS-DT,1,AL031768.1,,keep as is,,
GMFG,1,AC011445.2,,keep as is,,
GMPPB,1,AMIGO3,,readthrough tr. deleted,GMPPB-203,
GMPS,1,AC104472.5,,keep as is,,
GNAI2,1,U73169.1,,keep as is,,
GNAL,1,CHMP1B,,keep as is,,
GNAO1,1,AC009102.1,,keep as is,,
GNAS-AS1,1,AL132655.1,,keep as is,,
GNB1L,1,RTL10,,keep as is,,
GNGT1,1,AC002076.1,,keep as is,,
GNPDA2,1,AC096586.2,,keep as is,,
GOLGA1,1,SCAI,,premature tr. deleted,GOLGA1-203,
GOLGA3,1,CHFR,,keep as is,,
GOLGA8M,1,GOLGA8M,,keep as is,,Self overlapping gene. Gene has two ids. Fixed at other entry.
GOLGA8M,1,GOLGA8M,,transcripts deleted,GOLGA8M-203,Deleting transcript of the self overlapping gene with secondary gene_id
GOLIM4,1,AC069243.1,,keep as is,,
GP1BB,1,SEPTIN5,,keep as is,,single transcript
GPATCH2L,1,AC016526.2,,keep as is,,
GPATCH8,1,AC103703.1,,keep as is,,
GPC5-IT1,1,GPC5,,keep as is,,
GPR108,1,C3,,keep as is,,
GPR135,1,L3HYPDH,,keep as is,,
GPR141,1,EPDR1,,keep as is,,
GPR162,1,P3H3,,keep as is,,
GPR176,1,AC023908.1,,keep as is,,
GPR21,1,RABGAP1,,keep as is,,single transcript
GPR35,1,CAPN10,,keep as is,,
GPR4,1,OPA3,,keep as is,,
GPR52,1,RABGAP1L,,keep as is,,
GPR75,1,ASB3,,keep as is,,single transcript
GPR78,1,CPZ,,readthrough tr. deleted,"GPR78-206, GPR78-207",
GPRASP1,1,ARMCX5-GPRASP2,,keep as is,,
GPRC5D-AS1,1,AC007688.3,,keep as is,,
GPSM3,1,NOTCH4,,premature tr. deleted,GPSM3-207,
GRAP2,1,Z82206.1,,keep as is,,
GRAPL,1,AC007952.9,,keep as is,,
GRB2,1,AC011933.2,,keep as is,,
GREB1L,1,AC015878.2,,keep as is,,
GREM2,1,AL358176.4,,keep as is,,
GRIN3A,1,PPP3R2,,keep as is,,
GRIP1,1,AC073530.1,,keep as is,,
GRK5,1,GRK5-IT1,,keep as is,,
GRK5-IT1,1,GRK5,,keep as is,,
GRM7,1,AC066585.1,,keep as is,,
GRTP1,1,AL136221.1,,keep as is,,
GRWD1,1,KCNJ14,,keep as is,,
GSN-AS1,1,AL513122.2,,keep as is,,
GSPT1,1,AC007216.3,,keep as is,,
GSTM1,1,GSTM2,,keep as is,,
GSTM4,1,GSTM2,,readthrough tr. deleted,"GSTM4-202, GSTM4-213",
GSTM5,1,AL158847.1,,readthrough tr. deleted,GSTM5-204,
GTF2A1L,1,STON1-GTF2A1L,,keep as is,,
GTF2A2,1,AC092755.1,,keep as is,,
GTF2F1,1,AC011491.2,,keep as is,,
GTPBP10,1,CLDN12,,keep as is,,
GXYLT2,1,PPP4R2,,readthrough tr. deleted,GXYLT2-202,
GYPA,1,AC098588.3,,keep as is,,
HACE1,1,AL357315.1,,keep as is,,
HAGLR,1,AC009336.1,,keep as is,,
HAO2,1,HAO2-IT1,,keep as is,,
HAO2-IT1,1,HAO2,,keep as is,,
HARS2,1,ZMAT2,,keep as is,,
HAUS3,1,POLN,,readthrough tr. deleted,"HAUS3-206, HAUS3-207",
HAUS7,1,TREX2,,keep as is,,
HAVCR2,1,MED7,,premature tr. deleted,HAVCR2-206,
HBM,1,HBZ,,premature tr. deleted,HBM-202,
HBZ,1,HBM,,keep as is,,
HCG15,1,AL662791.1,,keep as is,,
HCG17,1,HCG18,,premature tr. deleted,HCG17-214,
HCG18,1,HCG17,,keep as is,,
HCG21,1,SFTA2,,keep as is,,
HDAC10,1,MAPK12,,keep as is,,
HDAC7,1,AC004466.2,,keep as is,,
HDGFL1,1,CASC15,,keep as is,,
HDGFL3,1,AC024270.3,,keep as is,,
HEATR1,1,AL359921.1,,keep as is,,
HECW1,1,HECW1-IT1,,keep as is,,
HECW1-IT1,1,HECW1,,keep as is,,
HELLPAR,1,LINC02456,,keep as is,,
HEXD,1,HEXD-IT1,,keep as is,,
HEXD-IT1,1,HEXD,,keep as is,,
HHIP-AS1,1,AC098588.3,,keep as is,,
HIGD1A,1,AC099329.1,,keep as is,,
HIGD2A,1,ARL10,,keep as is,,
HIRA,1,C22orf39,,premature tr. deleted,HIRA-203,
HIST1H2AL,1,HIST1H2BN,,keep as is,,One transcript
HIST1H2AM,1,HIST1H3J,,keep as is,,
HIST1H2BN,1,HIST1H2AL,,readthrough tr. deleted,HIST1H2BN-201,
HIST1H3J,1,HIST1H2AM,,premature tr. deleted,HIST1H3J-202,
HIST2H2BF,1,AC243772.2,,keep as is,,
HIVEP1,1,AL157373.2,,premature tr. deleted,HIVEP1-207,
HIVEP3,1,AC119676.1,,keep as is,,
HLA-C,1,HLA-B,,keep as is,,
HLCS,1,HLCS-IT1,,keep as is,,
HLCS-IT1,1,HLCS,,keep as is,,
HM13-IT1,1,HM13,,keep as is,,
HMBOX1-IT1,1,HMBOX1,,keep as is,,
HMGA2,1,AC107308.1,,keep as is,,
